galaxy,quality,radius_nominal_kpc,fractional_velocity_error,shadow_delta_v2_nominal_km2_s2,shadow_sign_probability_positive,shadow_sign_evidence_bits,shadow_fixed_nuisance_closure_cost_sigma,g_observed_p50_m_s2,g_baryonic_p50_m_s2,g_inobservable_p025_m_s2,g_inobservable_p16_m_s2,g_inobservable_p50_m_s2,g_inobservable_p84_m_s2,g_inobservable_p975_m_s2,mass_inobservable_p025_solar,mass_inobservable_p16_solar,mass_inobservable_p50_solar,mass_inobservable_p84_solar,mass_inobservable_p975_solar,inobservable_status,authority
NGC3521,1,3.78,0.046543778801843315,7583.084649999997,0.689208984375,0.6859832960986421,1.8058465084770619,4.0688787788278727e-10,3.393957823873718e-10,-2.0121578199738211e-10,-7.230329171949208e-11,7.40663555316258e-11,2.6378152667902647e-10,7.006445474216061e-10,-40903075871.93463,-10328973859.637356,7160344823.250959,15344883066.046774,22350158767.250397,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,3.95,0.036757990867579915,8156.191100000004,0.696044921875,0.7180699730445567,2.4209409332467087,3.966077752276474e-10,3.272453534490546e-10,-1.9494693499743892e-10,-6.451397801896891e-11,7.340350245547291e-11,2.6357744161207007e-10,6.714344708575512e-10,-41746371839.2931,-10085825148.831602,7658070251.418777,16120699778.623571,23184280742.86486,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,4.12,0.03768181818181818,8266.93740000001,0.703125,0.7520724865564145,2.372451108766396,3.827672429773254e-10,3.1632918035246843e-10,-1.869014799345891e-10,-6.121527884935319e-11,7.035702987407816e-11,2.519013802043143e-10,6.588600636868744e-10,-43514449520.70493,-10640822390.370504,8225134791.382366,17143382246.127548,24817637867.13772,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,4.29,0.038623853211009175,7688.565049999997,0.687744140625,0.679199451118363,2.186678936883936,3.592338424163258e-10,3.0154035402735963e-10,-1.8010202862652294e-10,-6.310921274060589e-11,6.4346591259198e-11,2.3423419793687457e-10,6.222141598377585e-10,-47390880568.43693,-11529787561.01005,8344114767.837674,17209853637.354176,24614647698.08345,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,4.46,0.04413636363636364,8978.099899999994,0.7177734375,0.8250743174993211,2.209115313691562,3.5314806295282024e-10,2.87034896519325e-10,-1.6522788818814086e-10,-5.2877317341392475e-11,6.991900392032503e-11,2.4446778824153837e-10,6.190608263883076e-10,-45712206672.6908,-10457596608.91288,9674016250.584251,18964496880.53295,27910438821.96195,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,4.64,0.09136363636363637,9934.306100000002,0.716064453125,0.8163646185267817,1.1877249162714247,3.439355981713022e-10,2.692068080004892e-10,-1.5853619117314892e-10,-4.7125120803802695e-11,7.488974776533276e-11,2.5805837052726365e-10,6.366572745730178e-10,-45170302682.564865,-10382713930.098827,10516973141.977741,23370375992.850544,36962122265.97348,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,4.98,0.06636363636363636,12053.151550000002,0.776123046875,1.1592220764049457,2.01037708996019,3.1770733829596536e-10,2.370091742659222e-10,-1.1892246327675216e-10,-2.4860527222841057e-11,8.468822795942777e-11,2.418517104296483e-10,5.692299589783532e-10,-40421143906.63624,-5942942513.347494,13413310689.94992,25173039510.5419,36691164465.55923,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,5.15,0.055963302752293574,12122.618350000004,0.78076171875,1.189428365258853,2.4465123868941325,3.0195804051601803e-10,2.2322354233247757e-10,-1.1375733607560277e-10,-2.1343857742426037e-11,7.978861920149655e-11,2.1912310743287042e-10,5.443268082227473e-10,-41139300518.76583,-5790603895.240134,13911988291.0018,25005370682.06126,35734502841.97807,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,5.49,0.0986046511627907,12664.898349999996,0.772705078125,1.1373626424412062,1.5002752925019107,2.7439892350774454e-10,1.9850756187622333e-10,-1.0082363547662752e-10,-2.3142483548652966e-11,7.618487190573156e-11,2.2196969802855477e-10,5.372057729254808e-10,-42242222323.25251,-6859768836.2642765,14908863203.591442,29270825797.49671,44749287068.25858,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,5.67,0.08472222222222223,13951.079399999995,0.80810546875,1.3816144977413936,1.9210372580027435,2.7054501389791923e-10,1.8730766840648795e-10,-8.495291433713596e-11,-9.722706161978696e-12,8.29721092993496e-11,2.179022087685268e-10,5.343235968504081e-10,-36440495402.82684,-3076725108.3981524,17259186845.675495,30916072812.052586,47004654879.07199,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,6.35,0.09074074074074075,16544.555449999996,0.858154296875,1.817605646595471,2.1670155490204217,2.4213199510039203e-10,1.539857170427256e-10,-5.6462949463471476e-11,4.878858361154166e-12,8.746419438627427e-11,2.0827955337287438e-10,4.779078012740224e-10,-31433480414.77323,1951077046.6793048,22198721943.03318,38368137708.88039,57931791038.815186,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,8.82,0.05095238095238095,20900.537849999997,0.963134765625,3.761595260674921,5.3912433151474515,1.6313252719312625e-10,8.540829818952328e-11,-8.182041171807168e-12,3.171422386205884e-11,7.843978634138004e-11,1.5501496767778416e-10,3.260802872284004e-10,-8765546269.065163,22296157326.12506,39247947520.517654,55279213880.08507,73969445464.97043,SIGN_AMBIGUOUS_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,11.07,0.05095238095238095,24531.56515,0.99072265625,5.752072486556415,6.552596084412738,1.306743211673675e-10,5.739319673557608e-11,8.544373740028423e-12,3.742363375128075e-11,7.249947454653099e-11,1.339052106515733e-10,2.746525050314178e-10,13468005390.44398,38986337210.802734,57948070155.12642,78662500722.64987,103564712214.9418,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,13.32,0.03033980582524272,25529.1573,0.9970703125,7.415037499278844,12.15578953384676,1.040330056383369e-10,4.120832726183375e-11,1.459836653833293e-11,3.648243319309121e-11,6.243668086967636e-11,1.0969201101485297e-10,2.195114820106766e-10,30241503102.47012,55010906479.9658,73620894529.72786,93898529704.52072,119180218373.47519,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
NGC3521,1,15.49,0.03033980582524272,27685.90985,0.99951171875,10.0,13.528008135036696,8.94221666835481e-11,3.0914115756276154e-11,1.877718552520045e-11,3.5820217558764945e-11,5.815305185015284e-11,9.866251113067243e-11,1.9499016151336928e-10,45597771884.95412,71536061754.49384,93876410836.18207,118632447802.75746,146584952620.94443,POSITIVE_SIGNED_PROFILE_SUPPORTED_95,DERIVED_EFFECTIVE_INOBSERVABLE_CONDITIONAL_NOT_ONTOLOGIZED
